dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
steel-plates-fault,logreg,linear,label_noise,0.4,1038006126,train_only,True,low,True,ok,,0.9536878216123499,0.9862529560042619,0.5216005427701963,0.7525105163795539,0.3544405049783592,0.33210105371182896,0.3544405049783592,0.34875445901917235,11.018210797209928,0.20753351457523322,0.1916004519338061,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,logreg,linear,label_noise,0.5,4057577613,train_only,True,low,True,ok,,0.48198970840480276,0.4651906135495439,0.7044843963744659,1.016356145033097,0.07641575844744185,0.5103422127594901,0.10288230579272922,0.15815446470507,0.4824758903972252,-0.18738701599542468,-0.08507482419635667,1358,catboost,0.49940088491419654,True,utility_gap;nll,
steel-plates-fault,logreg,linear,label_noise,0.6,4011574036,train_only,True,low,True,ok,,0.02058319039451115,0.002442763961435519,0.9281223566590937,1.3389975212902523,0.5823715587937079,0.7281702958978942,0.582371558793708,0.5800806506515639,-9.74789565502836,-1.0997964875135666,-0.5142311222001381,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,logreg,linear,label_noise,0.8,1399823778,train_only,True,low,True,ok,,0.0,0.0,1.6194561537527001,2.336381361956135,0.7950684595330092,1.2694169778793416,0.7950684595330092,0.7950684595330092,,,-0.8599281004934424,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabicl,icl,label_noise,0.0,3863852855,train_only,True,low,True,ok,,1.0,1.0,4.644335088508698e-06,6.700359200418104e-06,4.644044615531584e-06,1.1616046930041632e-09,4.644044615651557e-06,4.644044615570248e-06,,,0.49999706108331676,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,tabicl,icl,label_noise,0.05,3828678886,train_only,True,low,True,ok,,1.0,1.0,0.040591718467605044,0.05856147093437475,0.039708063526104405,0.0034170421165761033,0.039708063526104447,0.03970806352610445,,,0.4744899460144667,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,tabicl,icl,label_noise,0.1,2047184284,train_only,True,low,True,ok,,1.0,1.0,0.08925303440939851,0.12876491012673125,0.08496243710975832,0.015929898164612422,0.08496243710975837,0.08496243710975826,,,0.44437803954002897,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,tabicl,icl,label_noise,0.2,781862246,train_only,True,low,True,ok,,1.0,1.0,0.20300327717527306,0.29287182126497413,0.18252810892159402,0.0704807292902219,0.18252810892159393,0.182528108921594,,,0.37563283183618895,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,tabicl,icl,label_noise,0.3,1549908955,train_only,True,low,True,ok,,0.9845626072041166,0.99890855227255,0.36549283079712286,0.5272946944714781,0.2852797051906423,0.19118533003556654,0.28527970519064216,0.2848704945330963,9.192227781887215,-1.066555925850428,0.2820580349964381,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,tabicl,icl,label_noise,0.4,1038006126,train_only,True,low,True,ok,,0.7924528301886793,0.8573971570385385,0.6134998506193832,0.8850931920747039,0.23256085460151465,0.42127737738014537,0.23256085460151457,0.21874674630776536,5.9397833943314104,0.13888086985428366,0.10691680094907621,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
