tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.02,0.15,1.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,0.3,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,0.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,0.75,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,1.0,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,1.25,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.2,1.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,0.3,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,0.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,0.75,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,1.0,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,1.25,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.25,1.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.03,0.05,0.3,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.05,0.5,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.05,0.75,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.05,1.0,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.05,1.25,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.05,1.5,0.6666666666666666,0.4055555555555555,10,0.07500000000000001,0.09038461538461538,0.09038461538461538,0.17692307692307693,0.18269230769230768,0.0923076923076923,0.08461538461538463,-0.04500000000000001
0.03,0.075,0.3,0.6666666666666666,0.3444444444444444,10,0.14038461538461539,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.08076923076923076,-0.035
0.03,0.075,0.5,0.6666666666666666,0.3444444444444444,10,0.14423076923076922,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.07692307692307693,-0.035
0.03,0.075,0.75,0.6666666666666666,0.3444444444444444,10,0.14423076923076922,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.07692307692307693,-0.035
0.03,0.075,1.0,0.6666666666666666,0.3444444444444444,10,0.14423076923076922,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.07692307692307693,-0.035
0.03,0.075,1.25,0.6666666666666666,0.3444444444444444,10,0.14423076923076922,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.07692307692307693,-0.035
0.03,0.075,1.5,0.6666666666666666,0.3444444444444444,10,0.14423076923076922,0.09038461538461538,0.12307692307692308,0.23076923076923078,0.22115384615384615,0.0923076923076923,0.07692307692307693,-0.035
0.03,0.1,0.3,0.6666666666666666,0.3166666666666666,10,0.15384615384615385,0.09038461538461538,0.13076923076923078,0.23846153846153847,0.23461538461538464,0.1346153846153846,0.08076923076923079,-0.03
0.03,0.1,0.5,0.6666666666666666,0.3166666666666666,10,0.15769230769230771,0.09038461538461538,0.13076923076923078,0.23846153846153847,0.23461538461538464,0.1346153846153846,0.07692307692307693,-0.03
0.03,0.1,0.75,0.6666666666666666,0.3166666666666666,10,0.15769230769230771,0.09038461538461538,0.13076923076923078,0.23846153846153847,0.23461538461538464,0.1346153846153846,0.07692307692307693,-0.03
